CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,New Georeferenced Column
281576884,123,STATEN ISLAND,9/21/23,10:00:00,9/28/23,15:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",RESIDENCE-HOUSE,2/2/24,(null),(null),(null),(null),,65+,WHITE,M,935963,131541,40.527596,-74.173693,"(40.527596, -74.173693)",POINT (-74.173693 40.527596)
281100659,122,STATEN ISLAND,12/28/23,17:50:00,12/28/23,18:43:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,106,FELONY,(null),FELONY ASSAULT,(null),PATROL BORO STATEN ISLAND,106,ASSAULT POLICE/PEACE OFFICER,STREET,1/25/24,(null),45-64,WHITE,M,,UNKNOWN,UNKNOWN,L,949021,148211,40.57341089433656,-74.12681095,"(40.57341089433656, -74.12681095464319)",POINT (-74.12681095464319 40.57341089433656)
281100656,122,STATEN ISLAND,12/28/23,17:50:00,12/28/23,18:43:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,106,FELONY,(null),FELONY ASSAULT,(null),PATROL BORO STATEN ISLAND,106,ASSAULT POLICE/PEACE OFFICER,STREET,1/25/24,(null),45-64,WHITE,M,,UNKNOWN,UNKNOWN,L,949021,148211,40.57341089433656,-74.12681095,"(40.57341089433656, -74.12681095464319)",POINT (-74.12681095464319 40.57341089433656)
280663140,121,STATEN ISLAND,12/16/23,20:00:00,12/17/23,15:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,110,FELONY,FRONT OF,GRAND LARCENY OF MOTOR VEHICLE,(null),PATROL BORO STATEN ISLAND,441,"LARCENY,GRAND OF AUTO",STREET,1/17/24,(null),(null),(null),(null),,25-44,ASIAN / PACIFIC ISLANDER,M,945892,162439,40.612453,-74.138152,"(40.612453, -74.138152)",POINT (-74.138152 40.612453)
280453915,121,STATEN ISLAND,11/2/23,8:00:00,1/13/24,8:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE-HOUSE,1/13/24,(null),(null),(null),(null),,65+,WHITE,M,941515,164017,40.616765,-74.153929,"(40.616765, -74.153929)",POINT (-74.153929 40.616765)
280809339,121,STATEN ISLAND,11/1/23,19:00:00,11/1/23,19:01:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,126,FELONY,(null),MISCELLANEOUS PENAL LAW,(null),PATROL BORO STATEN ISLAND,198,CRIMINAL CONTEMPT 1,STREET,1/19/24,(null),45-64,BLACK,M,,25-44,BLACK,F,940678,151699,40.58294767529686,-74.156865,"(40.58294767529686, -74.1568649961577)",POINT (-74.1568649961577 40.58294767529686)
290653262,122,STATEN ISLAND,10/30/23,21:30:00,5/31/24,22:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,(null),PATROL BORO STATEN ISLAND,153,RAPE 3,RESIDENCE-HOUSE,7/25/24,(null),25-44,WHITE,M,,25-44,WHITE,F,954827,148519,40.57428569,-74.10591441,"(40.5742856881925, -74.1059144051212)",POINT (-74.1059144051212 40.5742856881925)
282589369,121,STATEN ISLAND,10/21/23,8:00:00,11/1/23,8:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",STREET,2/21/24,(null),(null),(null),(null),,25-44,ASIAN / PACIFIC ISLANDER,F,936864,171012,40.635939,-74.170729,"(40.635939, -74.170729)",POINT (-74.170729 40.635939)
287039079,121,STATEN ISLAND,6/27/23,0:00:00,6/27/23,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,(null),PATROL BORO STATEN ISLAND,177,SEXUAL ABUSE,RESIDENCE-HOUSE,5/17/24,(null),45-64,UNKNOWN,M,,<18,UNKNOWN,F,942822,166353,40.62318838,-74.14923769,"(40.6231883776008, -74.1492376947323)",POINT (-74.1492376947323 40.6231883776008)
280338440,122,STATEN ISLAND,1/7/23,17:22:00,,(null),COMPLETED,(null),1293,2,N.Y. HOUSING POLICE,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO STATEN ISLAND,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - PUBLIC HOUSING,1/11/24,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE HISPANIC,F,950998,161170,40.608989,-74.119757,"(40.608989, -74.119757)",POINT (-74.119757 40.608989)
290112504,123,STATEN ISLAND,3/23/23,0:00:00,7/14/24,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",RESIDENCE - APT. HOUSE,7/15/24,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE,M,916903,121798,40.500728,-74.242158,"(40.500728, -74.242158)",POINT (-74.242158 40.500728)
279972572,121,STATEN ISLAND,10/3/23,16:04:00,10/3/23,16:31:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE-HOUSE,1/4/24,(null),(null),(null),(null),,45-64,BLACK,F,939331,168686,40.629567,-74.161824,"(40.629567, -74.161824)",POINT (-74.161824 40.629567)
283656640,121,STATEN ISLAND,12/22/23,8:00:00,2/20/24,9:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMMERCIAL BUILDING,3/13/24,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,D,934544,159342,40.603894,-74.179004,"(40.603894, -74.179004)",POINT (-74.179004 40.603894)
282226160,121,STATEN ISLAND,11/27/23,12:00:00,11/27/23,12:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",STREET,2/14/24,(null),UNKNOWN,UNKNOWN,M,,25-44,UNKNOWN,M,939116,163677,40.615819,-74.162566,"(40.615819, -74.162566)",POINT (-74.162566 40.615819)
281891579,123,STATEN ISLAND,4/1/23,15:00:00,1/25/24,15:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,430,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",RESIDENCE-HOUSE,2/8/24,(null),(null),(null),(null),,25-44,UNKNOWN,F,932580,133972,40.534247,-74.18588,"(40.534247, -74.18588)",POINT (-74.18588 40.534247)
281569899,122,STATEN ISLAND,11/25/23,0:01:00,1/18/24,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE-HOUSE,2/2/24,(null),(null),(null),(null),,45-64,WHITE HISPANIC,F,939527,136490,40.541198,-74.160908,"(40.541198, -74.160908)",POINT (-74.160908 40.541198)
287085502,120,STATEN ISLAND,1/16/23,12:00:00,3/9/24,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,5/18/24,(null),UNKNOWN,UNKNOWN,U,,45-64,BLACK,F,954509,171617,40.637678,-74.107158,"(40.637678, -74.107158)",POINT (-74.107158 40.637678)
284110680,123,STATEN ISLAND,8/22/23,12:00:00,8/25/23,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,430,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",RESIDENCE-HOUSE,3/21/24,(null),(null),(null),(null),,25-44,WHITE,M,927426,128530,40.51928,-74.204377,"(40.51928, -74.204377)",POINT (-74.204377 40.51928)
280096467,121,STATEN ISLAND,12/28/23,19:00:00,1/6/24,13:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,(null),PATROL BORO STATEN ISLAND,198,CRIMINAL CONTEMPT 1,RESIDENCE-HOUSE,1/6/24,(null),25-44,UNKNOWN,F,,25-44,BLACK,M,938414,170500,40.634542,-74.165142,"(40.634542, -74.165142)",POINT (-74.165142 40.634542)
281157570,122,STATEN ISLAND,12/5/23,19:00:00,1/21/24,19:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",PARKING LOT/GARAGE (PUBLIC),1/26/24,(null),45-64,ASIAN / PACIFIC ISLANDER,M,,45-64,ASIAN / PACIFIC ISLANDER,F,950729,159172,40.603505,-74.120714,"(40.603505, -74.120714)",POINT (-74.120714 40.603505)
287131005,123,STATEN ISLAND,11/20/23,21:00:00,11/20/23,21:45:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,(null),PATROL BORO STATEN ISLAND,153,RAPE 3,RESIDENCE-HOUSE,5/19/24,(null),45-64,WHITE HISPANIC,M,,45-64,WHITE HISPANIC,F,914803,125922,40.51203825,-74.24975495,"(40.5120382535219, -74.2497549524458)",POINT (-74.2497549524458 40.5120382535219)
280543477,122,STATEN ISLAND,8/31/23,9:00:00,1/10/24,22:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,1/15/24,(null),(null),(null),(null),,25-44,ASIAN / PACIFIC ISLANDER,M,942432,134479,40.535692,-74.150441,"(40.535692, -74.150441)",POINT (-74.150441 40.535692)
283434407,122,STATEN ISLAND,7/3/23,16:00:00,7/3/23,17:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,(null),PATROL BORO STATEN ISLAND,596,OBSCENE MATERIAL - UNDER 17 YE,RESIDENCE - APT. HOUSE,3/8/24,(null),25-44,BLACK,M,,25-44,BLACK,F,954827,148519,40.57428569,-74.10591441,"(40.5742856881925, -74.1059144051212)",POINT (-74.1059144051212 40.5742856881925)
280585063,121,STATEN ISLAND,12/25/23,8:00:00,1/13/24,17:40:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",(null),1/16/24,(null),(null),(null),(null),,25-44,ASIAN / PACIFIC ISLANDER,F,940240,152665,40.585598,-74.158446,"(40.585598, -74.158446)",POINT (-74.158446 40.585598)
284217083,122,STATEN ISLAND,7/28/23,10:00:00,3/23/24,10:00:00,ATTEMPTED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",SMALL MERCHANT,3/23/24,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,D,942410,139835,40.550393,-74.150555,"(40.550393, -74.150555)",POINT (-74.150555 40.550393)
285484196,121,STATEN ISLAND,12/3/23,10:00:00,4/17/24,13:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO STATEN ISLAND,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,4/17/24,(null),UNKNOWN,UNKNOWN,U,,65+,WHITE,F,946980,169738,40.63249,-74.134275,"(40.63249, -74.134275)",POINT (-74.134275 40.63249)
283006881,123,STATEN ISLAND,5/25/23,21:26:00,2/22/24,15:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",SMALL MERCHANT,2/29/24,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE,M,917157,125596,40.511154,-74.241283,"(40.511154, -74.241283)",POINT (-74.241283 40.511154)
286833091,123,STATEN ISLAND,2/24/23,8:00:00,2/27/24,15:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE-HOUSE,5/14/24,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE,M,929932,136872,40.542194,-74.19543,"(40.542194, -74.19543)",POINT (-74.19543 40.542194)
280018631,122,STATEN ISLAND,11/28/23,12:00:00,12/17/23,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,1/5/24,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE,M,938815,138723,40.547322,-74.163482,"(40.547322, -74.163482)",POINT (-74.163482 40.547322)
279820577,123,STATEN ISLAND,12/31/23,17:30:00,12/31/23,17:40:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,110,FELONY,FRONT OF,GRAND LARCENY OF MOTOR VEHICLE,(null),PATROL BORO STATEN ISLAND,441,"LARCENY,GRAND OF AUTO",STREET,1/2/24,(null),18-24,BLACK,M,,45-64,WHITE,M,927956,133948,40.534155,-74.202517,"(40.534155, -74.202517)",POINT (-74.202517 40.534155)
283606874,120,STATEN ISLAND,12/24/23,8:00:00,2/1/24,8:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE-HOUSE,3/12/24,(null),UNKNOWN,UNKNOWN,U,,65+,WHITE,M,947874,164833,40.619033,-74.131028,"(40.619033, -74.131028)",POINT (-74.131028 40.619033)
281100658,122,STATEN ISLAND,12/28/23,17:50:00,12/28/23,18:43:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,106,FELONY,(null),FELONY ASSAULT,(null),PATROL BORO STATEN ISLAND,106,ASSAULT POLICE/PEACE OFFICER,STREET,1/25/24,(null),45-64,WHITE,M,,UNKNOWN,UNKNOWN,L,949021,148211,40.57341089433656,-74.12681095,"(40.57341089433656, -74.12681095464319)",POINT (-74.12681095464319 40.57341089433656)
288099093,122,STATEN ISLAND,10/30/23,17:00:00,10/30/23,17:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO STATEN ISLAND,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,6/6/24,(null),(null),(null),(null),,45-64,ASIAN / PACIFIC ISLANDER,M,954464,150464,40.579617,-74.107226,"(40.579617, -74.107226)",POINT (-74.107226 40.579617)
281100655,122,STATEN ISLAND,12/28/23,17:50:00,12/28/23,18:43:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,106,FELONY,(null),FELONY ASSAULT,(null),PATROL BORO STATEN ISLAND,106,ASSAULT POLICE/PEACE OFFICER,STREET,1/25/24,(null),45-64,WHITE,M,,UNKNOWN,UNKNOWN,L,949021,148211,40.57341089433656,-74.12681095,"(40.57341089433656, -74.12681095464319)",POINT (-74.12681095464319 40.57341089433656)
284229511,122,STATEN ISLAND,2/16/23,0:01:00,3/22/24,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO STATEN ISLAND,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,3/23/24,(null),(null),(null),(null),,25-44,ASIAN / PACIFIC ISLANDER,M,945864,141021,40.553663,-74.138131,"(40.553663, -74.138131)",POINT (-74.138131 40.553663)
285988871,121,STATEN ISLAND,10/12/23,8:00:00,4/27/24,8:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO STATEN ISLAND,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,4/27/24,(null),(null),(null),(null),,25-44,WHITE,F,944872,163415,40.615127,-74.141832,"(40.615127, -74.141832)",POINT (-74.141832 40.615127)
280066137,121,STATEN ISLAND,12/18/23,8:00:00,1/5/24,18:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,430,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",RESIDENCE-HOUSE,1/6/24,(null),(null),(null),(null),,65+,WHITE,F,946168,165765,40.621582,-74.137178,"(40.621582, -74.137178)",POINT (-74.137178 40.621582)
281325719,122,STATEN ISLAND,10/16/23,12:00:00,1/11/24,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO STATEN ISLAND,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,1/29/24,(null),UNKNOWN,UNKNOWN,U,,65+,WHITE,M,942742,146496,40.568677,-74.149402,"(40.568677, -74.149402)",POINT (-74.149402 40.568677)
280042267,121,STATEN ISLAND,11/22/23,10:00:00,1/5/24,10:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,1/5/24,(null),UNKNOWN,UNKNOWN,U,,25-44,ASIAN / PACIFIC ISLANDER,F,943623,154023,40.589342,-74.146276,"(40.589342, -74.146276)",POINT (-74.146276 40.589342)
279845573,122,STATEN ISLAND,1/6/23,12:00:00,12/5/23,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,121,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO STATEN ISLAND,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",RESIDENCE-HOUSE,1/2/24,(null),(null),(null),(null),,45-64,WHITE HISPANIC,F,955375,149529,40.577052,-74.103942,"(40.577052, -74.103942)",POINT (-74.103942 40.577052)
290226436,121,STATEN ISLAND,12/18/23,9:00:00,12/18/23,10:00:00,ATTEMPTED,(null),,0,N.Y. POLICE DEPT,111,FELONY,INSIDE,POSSESSION OF STOLEN PROPERTY,(null),PATROL BORO STATEN ISLAND,494,"STOLEN PROPERTY 2,1,POSSESSION",BANK,7/17/24,(null),18-24,WHITE,M,,65+,UNKNOWN,M,937069,148925,40.575316,-74.169838,"(40.575316, -74.169838)",POINT (-74.169838 40.575316)
282655479,120,STATEN ISLAND,12/22/23,19:45:00,12/22/23,19:50:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,(null),PATROL BORO STATEN ISLAND,109,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE-HOUSE,2/22/24,(null),25-44,BLACK,F,,65+,WHITE,F,954465,173636,40.643217,-74.107324,"(40.643217, -74.107324)",POINT (-74.107324 40.643217)
280258291,121,STATEN ISLAND,11/11/23,9:00:00,12/12/23,19:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,1/6/24,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE,F,939242,150000,40.578277,-74.162022,"(40.578277, -74.162022)",POINT (-74.162022 40.578277)
280929173,121,STATEN ISLAND,12/30/23,18:30:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO STATEN ISLAND,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,1/16/24,(null),UNKNOWN,UNKNOWN,U,,18-24,WHITE,F,940213,153271,40.587263,-74.158547,"(40.587263, -74.158547)",POINT (-74.158547 40.587263)
281508273,121,STATEN ISLAND,9/1/23,0:01:00,1/30/24,21:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",RESIDENCE-HOUSE,1/30/24,(null),25-44,WHITE,M,,25-44,WHITE,F,943053,165015,40.619509,-74.148395,"(40.619509, -74.148395)",POINT (-74.148395 40.619509)
282626422,121,STATEN ISLAND,12/6/23,8:00:00,1/12/24,8:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE-HOUSE,2/22/24,(null),(null),(null),(null),,25-44,WHITE,M,948835,158202,40.600834,-74.12753,"(40.600834, -74.12753)",POINT (-74.12753 40.600834)
279763553,122,STATEN ISLAND,12/31/23,22:00:00,12/31/23,22:13:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,(null),PATROL BORO STATEN ISLAND,109,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,1/1/24,(null),25-44,BLACK,M,,25-44,WHITE HISPANIC,F,953460,144568,40.563429,-74.110815,"(40.563429, -74.110815)",POINT (-74.110815 40.563429)
282921901,123,STATEN ISLAND,12/21/23,18:00:00,2/28/24,10:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,(null),PATROL BORO STATEN ISLAND,461,UNAUTHORIZED USE VEHICLE 2,PARKING LOT/GARAGE (PRIVATE),2/28/24,(null),UNKNOWN,UNKNOWN,M,,UNKNOWN,UNKNOWN,D,926479,142434,40.557438,-74.207901,"(40.557438, -74.207901)",POINT (-74.207901 40.557438)
282827767,121,STATEN ISLAND,11/24/23,0:00:00,2/2/24,0:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO STATEN ISLAND,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,2/25/24,(null),UNKNOWN,UNKNOWN,U,,65+,WHITE,F,941129,150984,40.580987,-74.155235,"(40.580987, -74.155235)",POINT (-74.155235 40.580987)
280842259,123,STATEN ISLAND,12/9/23,19:30:00,12/10/23,15:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,(null),PATROL BORO STATEN ISLAND,105,STRANGULATION 1ST,RESIDENCE-HOUSE,1/20/24,(null),25-44,WHITE,M,,25-44,WHITE,F,932380,138196,40.54584,-74.186632,"(40.54584, -74.186632)",POINT (-74.186632 40.54584)
285032585,122,STATEN ISLAND,10/18/23,14:51:00,4/8/24,21:12:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,(null),PATROL BORO STATEN ISLAND,198,CRIMINAL CONTEMPT 1,RESIDENCE-HOUSE,4/9/24,(null),25-44,ASIAN / PACIFIC ISLANDER,M,,45-64,WHITE,F,939733,136647,40.541629,-74.160166,"(40.541629, -74.160166)",POINT (-74.160166 40.541629)
292529843,123,STATEN ISLAND,12/13/23,11:50:00,8/30/24,11:50:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO STATEN ISLAND,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,8/30/24,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE,F,916178,122582,40.502873,-74.244773,"(40.502873, -74.244773)",POINT (-74.244773 40.502873)
280596957,122,STATEN ISLAND,12/13/23,0:01:00,12/13/23,13:10:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO STATEN ISLAND,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,1/16/24,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE,M,955558,152657,40.585638,-74.103296,"(40.585638, -74.103296)",POINT (-74.103296 40.585638)
281737179,123,STATEN ISLAND,6/1/23,12:00:00,1/22/24,11:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,(null),GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",MAILBOX OUTSIDE,2/6/24,(null),UNKNOWN,UNKNOWN,U,,65+,WHITE,F,936467,139444,40.54928844464632,-74.17193852,"(40.54928844464632, -74.17193851983696)",POINT (-74.17193851983696 40.54928844464632)
286239773,122,STATEN ISLAND,5/25/23,8:00:00,7/14/23,9:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,5/2/24,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE,F,942501,134014,40.534417,-74.150191,"(40.534417, -74.150191)",POINT (-74.150191 40.534417)
280934552,122,STATEN ISLAND,11/14/23,12:00:00,11/17/23,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",RESIDENCE-HOUSE,1/22/24,(null),(null),(null),(null),,65+,WHITE,M,941085,135276,40.537874,-74.155293,"(40.537874, -74.155293)",POINT (-74.155293 40.537874)
