id,latitude,longitude,node
29923697,40.76208,-73.9765,42440951
48602260,40.74951,-73.97542,11337295601
46195400,40.75033,-73.97603,42432444
51764436,40.72733,-73.98222,42449023
19970764,40.72194,-73.98838,42432063
48601560,40.74811,-73.97694,42449685
46361294,40.73849,-73.98241,42448701
10983794,40.73707,-73.98511,42437529
1.03021E+18,40.74415218,-73.97875086,42449314
29148550,40.74427,-73.98084,42446933
9.34567E+17,40.72379,-73.99313,1918039864
34641992,40.80594,-73.94696,3099327968
7.90695E+17,40.70970331,-74.00652124,42440282
29149377,40.72545,-73.97975,2324482224
19563107,40.74926,-73.97643,42445661
46193296,40.74926,-73.97643,42445661
13959538,40.74095,-73.98108,42449918
4813342,40.76291,-73.98833,42440163
33235936,40.74612,-73.98756,42427787
6145637,40.73222,-73.9898,42453104
32327466,40.73869,-74.00327,42431497
42835790,40.7493,-73.97873,42453986
1.03695E+18,40.71808,-73.99675,42432250
34491871,40.76157,-73.98257,42440004
18599352,40.76411,-73.99371,42443534
10031902,40.76372,-73.99318,42443534
6.74143E+17,40.71782,-73.99992,42427316
5.97775E+17,40.78321,-73.98213,42431015
1.03056E+18,40.75616504,-73.98035418,42432693
7.66529E+17,40.76029,-73.99524,42454433
7.54134E+17,40.76195,-73.98826,42443532
39861127,40.74715,-73.9846,42443680
24676594,40.7289,-74.00046,1692433935
31521732,40.8186,-73.95335,42435997
20522971,40.81249,-73.94722,42439878
35532063,40.75198,-73.96978,42434090
6.57242E+17,40.71956,-74.01023,42436055
8.89935E+17,40.72559,-74.00319,42439527
49094153,40.73436,-73.98517,42455465
46097574,40.70604,-74.00925,2824895141
46407499,40.7743,-73.95141,42439409
40469534,40.77577,-73.98752,42430989
37503226,40.79596,-73.96923,42442549
36591820,40.71759,-73.99283,42451660
50761483,40.74667,-73.98899,42428227
8.26791E+17,40.83442973,-73.93920713,42449163
50563028,40.7467,-74.00189,42437909
2870840,40.85026,-73.94117,60926787
9.2099E+17,40.82456,-73.94808,42442621
9.34303E+17,40.823696,-73.951262,561035357
16220003,40.8374,-73.94762,587934073
54214433,40.86349,-73.92735,42427855
7975360,40.82276,-73.95472,42441950
53594451,40.81635,-73.93936,3099327976
47000799,40.81521,-73.93943,42445587
21570741,40.86381,-73.91943,42440494
7.49495E+17,40.76433,-73.97712,42430384
9.50151E+17,40.7049014,-74.0072444,42452700
8.08681E+17,40.76270638,-73.96362518,42442963
50070650,40.74733,-73.97452,42442931
40986210,40.79437,-73.96429,42447273
9.2765E+17,40.80289153,-73.95796971,42431210
48959628,40.78834,-73.96995,42421996
7.31237E+17,40.78842,-73.96844,42431447
5.79737E+17,40.79626,-73.94964,42456711
6.64391E+17,40.78507,-73.97445,42437300
13846099,40.80595,-73.96556,42428807
54230938,40.79621,-73.96662,42443403
47315577,40.74469,-73.97156,589099881
34071691,40.7244,-74.00794,4142105811
8.7902E+17,40.77612,-73.94483,42451773
41493321,40.8032,-73.9522,2141026506
12246395,40.79805,-73.96678,42442559
50728514,40.86358,-73.92961,42429184
6.97921E+17,40.7711,-73.95627,42443020
47356150,40.7262,-73.97773,42430938
19845074,40.82615,-73.94447,42439210
46753919,40.77445,-73.94769,42428032
7.99929E+17,40.76168789,-73.99891365,7280430895
23964830,40.7881,-73.95155,596776166
9.8062E+17,40.76129442,-73.95936289,42456049
9.07293E+17,40.72866777,-73.98363947,42430903
34370526,40.80497,-73.94733,42445215
6.49175E+17,40.81423,-73.94178,3099327955
50424036,40.81488,-73.94503,42436003
45689199,40.76903,-73.95749,42438802
11739168,40.76984,-73.96119,42436486
54196947,40.78266,-73.98574,42441670
51235989,40.75577,-73.99478,42433625
50808284,40.74982,-73.99425,4443775465
42015560,40.74039,-73.98025,42429900
25971027,40.74455,-73.97955,42449314
6.58593E+17,40.76331,-73.97738,42430378
9.89145E+17,40.74397,-73.98421,4597668043
16055176,40.72613,-73.9829,42434215
19413467,40.77369,-73.99237,595254571
46725288,40.74109,-73.97811,42442898
24733275,40.70837,-74.00503,673008453
54081073,40.79879,-73.96316,42437917
1.02066E+18,40.76293,-73.99363,42452365
6477558,40.74929,-73.98125,42445909
7.46356E+17,40.85179,-73.94323,60929261
22188050,40.75333,-73.96878,42442949
9614224,40.83537,-73.93892,42449166
27906346,40.79278,-73.97445,42431078
26948562,40.74705,-74.006,42443676
26814616,40.75732,-73.96542,42442959
44020205,40.79062,-73.93962,42436653
37630258,40.78382,-73.97444,42433565
34088961,40.72881,-73.97747,42436949
30468550,40.81887,-73.95328,42435997
30792215,40.75743,-73.99623,427841011
30885792,40.74174,-73.9994,42429662
33556100,40.84415,-73.94204,42449801
51694637,40.76031,-73.99092,42432703
32803072,40.73429,-73.99387,42439070
32777169,40.84491,-73.93846,42429474
16378007,40.75164,-73.9698,42442947
37629191,40.77692,-73.98042,42437384
36601529,40.71933,-73.994843,42432184
51346279,40.78115,-73.95866,42429324
42327227,40.71318,-73.98902,42435925
8.06668E+17,40.81775263,-73.94609723,42435852
34491916,40.76157,-73.98257,42440004
35430525,40.7623,-73.99317,42455761
8.12998E+17,40.71899689,-73.98860784,42429769
25293702,40.82188,-73.95509,42428912
44403320,40.77898,-73.97815,42443341
36601463,40.719517,-73.995049,42432181
36601571,40.71933,-73.994843,42432184
25837024,40.79918,-73.95279,42433161
34838079,40.71708,-73.99736,42432246
9.05008E+17,40.7634381,-73.9805361,42440015
27131400,40.79125,-73.97329,1061531731
38993679,40.75088,-73.98644,42430311
37773215,40.70573,-74.00883,42429507
39486515,40.86675,-73.92639,42440079
40015168,40.76529,-73.95708,42431684
40302355,40.8044,-73.96574,1506445808
43095223,40.76148,-73.99424,42432706
30954828,40.7209,-73.98375,1919595921
40624017,40.76594,-73.99164,42446363
40624194,40.76665,-73.99017,42449550
40624298,40.76455,-73.99111,42440170
35616470,40.77864,-73.94557,42428047
41939842,40.75999,-73.99538,42437371
33706354,40.77595,-73.94768,42428037
39818487,40.76265,-73.98537,42435687
41928437,40.72521,-74.00275,42436779
42110436,40.82055,-73.95465,561035350
20325974,40.72719,-73.97775,42446571
42473796,40.76323,-73.98857,42440163
52404207,40.75798,-73.99331,42445001
48848891,40.72759,-73.98681,42434205
43158150,40.76474,-73.97667,42430390
48658249,40.72383,-73.97671,42455412
51770013,40.76027,-73.97034,42443614
45380846,40.76164,-73.96261,593300940
45782880,40.75512,-73.99137,42435654
8.75398E+17,40.78510777,-73.97305246,42421803
37987719,40.72069,-73.99327,1773076509
619144,40.76691,-73.98361,42435714
302309,40.80528,-73.94742,3099327957
46875662,40.84676,-73.94337,595441949
9.60189E+17,40.80851,-73.94692,2141026503
45492397,40.70486,-74.00996,42437536
52553144,40.76203,-73.97552,42440951
2574386,40.74284,-74.00691,42445766
53240079,40.77443,-73.98065,4557495130
48562902,40.74695,-73.99062,42427797
1513777,40.79865,-73.96831,1061531815
49124587,40.74783,-73.99263,42427805
7023818,40.75944,-73.96704,6680686184
33607399,40.70504,-74.00812,42442107
3700364,40.73016,-73.99775,42436796
3783016,40.79126,-73.97182,42442502
128975,40.81127,-73.94561,2141026508
8.95435E+17,40.81294648,-73.94314818,3099326124
48913889,40.70583,-74.00949,42432679
3103596,40.82147,-73.94774,42447389
3400837,40.8308,-73.94859,42441774
7.41942E+17,40.81933,-73.95261,42438836
41861321,40.83899,-73.94101,561035380
8.27799E+17,40.81945481,-73.95479073,7732653971
9.47382E+17,40.71303216,-73.99530715,42435916
4890726,40.76022,-73.96688,9177540204
1826701,40.82357,-73.95484,6885524030
52553162,40.76193,-73.97554,42440951
52553198,40.76187,-73.97756,42430371
52553202,40.76273,-73.9752,42431544
52553488,40.76273,-73.97749,42430375
52553468,40.76147,-73.9773,42430371
8.58349E+17,40.85029385,-73.93872317,42427185
50845735,40.76005,-73.96859,42443615
8.56343E+17,40.81698251,-73.9386575,3099327948
8.51472E+17,40.80627,-73.96343,561035335
51769994,40.75825,-73.96903,42449963
8.46649E+17,40.8531412,-73.92637579,42442766
51770005,40.75866,-73.96812,42448379
8.5651E+17,40.79730122,-73.96989045,42428725
52791104,40.76981,-73.96089,42436486
1.03422E+18,40.75934796,-73.99229111,42445011
10660249,40.75657,-73.99452,42444985
5.75124E+17,40.74785,-73.98875,42430292
6.95544E+17,40.8158,-73.94142,3099327951
8720655,40.77249,-73.94844,42428024
13356452,40.76126,-73.9883,42435680
10017087,40.74706,-73.97779,42449932
6.922E+17,40.84141,-73.93575,42439783
11650863,40.72115,-73.98345,1919595912
7.10744E+17,40.74791,-73.98677,6223969260
9.60295E+17,40.80304323,-73.9567177,42435755
14215652,40.73569,-74.00256,42433272
6.13791E+17,40.83529,-73.94358,561035374
13422992,40.72299,-73.98917,1918039876
6.88345E+17,40.8111567,-73.9491064,42435810
37855573,40.82797,-73.94303,42448674
13613111,40.80037,-73.96376,42432744
6.49197E+17,40.70855,-74.01824,4145424858
5.82036E+17,40.76525,-73.94632,42438809
46330099,40.7406,-73.97607,42436756
7.37878E+17,40.817417,-73.9529775,42434098
23631288,40.72029,-73.98354,3670609093
5.79003E+17,40.76243,-73.99756,42430680
7.41243E+17,40.7749268,-73.9481632,42428032
6.69515E+17,40.761986,-73.9916642,42445020
6.48588E+17,40.70569,-74.00979,42432679
50098070,40.71032,-74.01676,42437401
24186326,40.70898,-74.01569,42446640
35231370,40.7614,-73.96526,1775176473
9.73492E+17,40.76434187,-73.98413268,42435707
53753234,40.7625,-73.99834,42430680
6.88347E+17,40.80073,-73.96262,42443413
14858777,40.81177,-73.94259,3099327944
9596868,40.79809,-73.96305,42437917
7.29638E+17,40.800216,-73.953948,2141026525
26660828,40.81262,-73.95326,42436734
3060297,40.74959564,-73.99646759,42427812
4594389,40.78218,-73.94827,42443050
14961253,40.77962,-73.95348,42450030
5.81412E+17,40.80829,-73.95242,42435794
52871655,40.78369,-73.95117,42450037
8.77639E+17,40.78398343,-73.95174605,4163883691
6.96812E+17,40.78336,-73.94644,42434175
15423552,40.80127,-73.96113,42443426
47097490,40.75955,-73.95891,42424672
5.91983E+17,40.80872,-73.94127,42448979
51535368,40.71919,-73.9868,42437082
14609804,40.74986,-73.99773,5545401594
35683483,40.77196,-73.95669,42443024
13004961,40.80693283,-73.94565671,42453241
1.02719E+18,40.79754115,-73.96469921,42443406
5873714,40.73118,-73.98561,42442870
4010865,40.79663,-73.96121,42435336
25277702,40.75889,-73.96084,42423579
43751271,40.73927,-73.99974,42439826
7.48803E+17,40.70575,-74.00814,42444414
7.49605E+17,40.80046,-73.96145,42443413
7.47832E+17,40.78986,-73.96942,4016646206
6.97217E+17,40.8099696,-73.9490931,42439864
47333781,40.76236,-73.99238,42452365
7.83888E+17,40.79192549,-73.96588451,42424439
54304382,40.781,-73.98375,42431007
9.63431E+17,40.75789,-73.99345,42445001
6.51331E+17,40.75141,-73.98573,42430314
31978555,40.74209,-73.99889,42439834
6.58594E+17,40.76132,-73.97716,42436700
49617730,40.78648,-73.95049,42447169
6.44845E+17,40.72594,-73.98794,42455867
9.54307E+17,40.7345257,-73.9809986,42455887
20935388,40.72385,-73.98121,42453156
1724731,40.74411,-74.00728,42439286
45830845,40.73612,-73.98377,42449893
6.73955E+17,40.72918161,-73.9781101,42439001
8.36288E+17,40.7291306,-73.98372,42454994
19413230,40.73242,-74.00322,5837088104
9.14579E+17,40.73362726,-73.98789084,42440729
39446832,40.81805,-73.9404,2141026520
22342911,40.73492,-73.98454,42446879
6.7268E+17,40.74217,-73.99105,42437881
35566995,40.71915,-73.98976,42429766
7.01343E+17,40.7423,-73.98023,42436753
26163413,40.73453,-73.98353,42442877
9.39193E+17,40.7408042,-73.9852297,42436578
27731372,40.73412,-73.98529,42455465
7.73178E+17,40.75123186,-73.97510322,11337295608
46791082,40.761738,-73.99268903,42455761
49294534,40.72754,-73.98793,42434201
9.46373E+17,40.75861,-73.99484,42434434
9.54308E+17,40.71397239,-74.00732855,2821304136
52687752,40.7528,-73.98638,42430317
22289185,40.74153,-73.98366,42429890
9.34692E+17,40.75427464,-73.9801965,42454428
1.02128E+18,40.76241842,-73.9905918,42443532
46854989,40.80028,-73.93647,42443096
6.92177E+17,40.8431,-73.93737,42455245
27705293,40.829,-73.93897,42438018
811238,40.8055,-73.94696,42453236
44505444,40.73184,-73.9885,42446533
7.05984E+17,40.84918,-73.93442,42433066
42683130,40.73614,-73.985,42449893
9.71614E+17,40.75418242,-73.99268821,42435650
53603421,40.74357,-73.98274,42436751
39921718,40.7451,-73.9876,42438544
351859,40.74828,-73.9917,42435420
5.43635E+17,40.75317,-73.97138,42434087
11589895,40.74503,-73.98137,42446934
49738307,40.71674,-73.99964,42447255
9.96362E+17,40.74696365,-73.98872449,42428227
9.13738E+17,40.77258574,-73.9859382,7050687060
36239518,40.75436,-73.99391,42444964
21984130,40.77912,-73.98927,595245836
53604779,40.74485,-73.98294,42445409
52611770,40.76639,-73.98949,42449550
8.61606E+17,40.75599039,-73.96972603,42440463
7.13002E+17,40.80384,-73.93835,42438772
48989849,40.72561,-73.98815,42455867
634353,40.77416,-73.98591,42442410
48482250,40.72893,-74.00101,1692433938
48279821,40.72613,-73.98864,42442848
17263550,40.80888,-73.94987,42439860
52836984,40.7161,-73.99669,5161246307
659952,40.76197,-73.99496,42432706
53047664,40.81826,-73.94621,42439598
52551973,40.72125,-73.99319,1773076778
49863599,40.72831,-73.99344,42445534
51281056,40.74483,-73.98028,42446934
28208166,40.77675,-73.98136,1061531597
20942873,40.76792,-73.98499,42445037
6.44202E+17,40.77953,-73.97878,42443341
6.5644E+17,40.75943,-73.98929,42432700
7.80339E+17,40.72536565,-73.98300652,42444829
3518682,40.86168,-73.92924,42427846
48563315,40.74782,-73.99051,42430288
6114353,40.72026,-73.98774,42437084
1.0076E+18,40.8035,-73.96668,561035330
43357020,40.87069,-73.92046,42458728
52553406,40.7631,-73.97724,42430378
6.73892E+17,40.80835,-73.93862,2799368116
49124533,40.74693,-73.99274,42438547
12561615,40.75532,-73.96475,42452882
6.70313E+17,40.74423079,-73.98991652,42428220
53249946,40.72390505,-73.99383526,1918039898
1.02973E+18,40.72182385,-74.00034142,42428438
5.67167E+17,40.71284,-73.98969,4487582556
43716972,40.75349,-73.97227,42434087
1670517,40.73571,-73.98532,42437283
9.0295E+17,40.77164291,-73.99340989,7443621689
49294132,40.72743,-73.98811,42442851
36152878,40.75375,-73.99312,42435646
51843468,40.75259,-73.97227,42444051
6.54404E+17,40.7336,-73.98767,42440729
15675520,40.73139,-73.99515,42433356
5.49264E+17,40.79937,-73.93391,3931519753
9.02965E+17,40.75754652,-73.99329144,42445001
171562,40.74937,-73.99467,4443775464
1478946,40.75022,-73.99585,4443775464
9.6445E+17,40.75989216,-73.99295092,42443561
8.4653E+17,40.7278016,-73.98922103,42442851
7.01281E+17,40.76128652,-73.99100418,42445018
9.51369E+17,40.7592991,-73.9896792,42432700
5040653,40.71785,-73.99019,42432103
9.60893E+17,40.76036288,-73.99163117,42432703
9720809,40.74786,-73.98585,42446701
51507287,40.72713,-73.98842,42442851
8.09442E+17,40.72917089,-73.98937924,42434140
54291234,40.74772,-73.98868,42428232
41670159,40.72762,-73.98941,42442851
9.69591E+17,40.75332546,-73.99271269,42435646
35944106,40.72381,-73.99257,1918039904
6.83592E+17,40.72426,-73.99311,1918039898
1.01365E+18,40.7469,-73.98879,42428227
53462276,40.74798,-73.98851,6223969260
22251884,40.71705,-74.00511,42448171
45471555,40.72906,-73.98946,42434197
7.18102E+17,40.74781,-73.98891,42430292
2748094,40.73317,-73.98919,42436939
8.52304E+17,40.72987546,-73.98811945,4235734225
8.52317E+17,40.72927327,-73.98730101,42442857
1.01063E+18,40.7481,-73.98839,6223969260
28177443,40.72883,-73.98753,42434142
30393609,40.707902,-74.006161,42433330
35545595,40.73932,-73.99545,42430259
22772570,40.73492,-73.98454,42446879
7.08554E+17,40.73527,-73.98089,42439181
42682643,40.73603,-73.98525,42437283
34485317,40.76451,-73.9836,42435707
20174172,40.71827,-74.00369,42428425
22772191,40.73492,-73.98454,42446879
51558459,40.71442,-74.00968,42429563
14365130,40.74579,-73.98197,42449308
52060325,40.86455,-73.92072,42446604
43245957,40.71998,-73.99579,42432178
44476787,40.72255,-73.99265,1773082408
8.79007E+17,40.72082647,-74.00455096,42433573
7.75392E+17,40.72769,-73.98933,42442851
30421981,40.72199,-73.99374,42437114
5.70439E+17,40.76141,-73.99104,42445018
48231063,40.72754,-73.98853,42442851
7.24802E+17,40.72134,-73.98543,1919595924
45203126,40.7265,-73.97868,42430924
6.24546E+17,40.7507,-73.9711,42442943
13876681,40.76064,-73.99043,42445018
8.93612E+17,40.79693263,-73.93365997,42439498
52324528,40.74877,-73.98547,42437644
33101286,40.73269,-74.00254,42451987
42112149,40.73407,-73.98358,42442877
9.63815E+17,40.73155,-73.99569,42433356
7.44145E+17,40.7497,-73.97767,42445656
7.66666E+17,40.74929,-73.97711,42445656
568743,40.72648,-73.98712,42444827
33346826,40.74749,-73.98282,42445365
34485702,40.76451,-73.9836,42435707
49351864,40.75324,-73.97269,42434087
42682986,40.73415,-73.98355,42442877
49910561,40.74017,-73.98749,4597668040
6833395,40.71396,-73.98924,42433550
6.59313E+17,40.74616,-73.98669,42437686
8.86349E+17,40.72585561,-74.00094015,42454423
10096515,40.73001,-73.97933,42439006
1476238,40.75991,-73.96956,42443614
8.31755E+17,40.7269716,-73.9824355,42449023
8.3175E+17,40.72655921,-73.98023015,42449027
9.17533E+17,40.73669,-73.99018,4597668036
5.66794E+17,40.72936,-73.98737,42442857
9.4587E+17,40.76098,-73.99274,42432706
6.18023E+17,40.79382,-73.9318,42424133
9.61757E+17,40.75905931,-73.96950123,4862610026
48146527,40.72615,-73.99936,1919595926
1.01466E+18,40.72681079,-73.98402553,42434148
163814,40.72641,-73.98711,42444827
32612167,40.80281,-73.93344,42443116
8.88501E+17,40.71198062,-73.98698713,42437503
34335995,40.72448,-73.97785,42455181
48569389,40.74637,-73.99233,42434807
9.82014E+17,40.73838738,-73.99363566,42439272
6.00274E+17,40.752655,-73.972481,42444051
43310275,40.71826,-73.99416,42452067
5.54252E+17,40.72937,-73.98482,42454994
34362677,40.72785,-73.99991,1692433932
39554590,40.71342,-73.98901,42435925
9.63807E+17,40.74360587,-73.99360971,42430271
49081266,40.7419,-73.98887,42428206
7760808,40.76432,-73.97793,42430384
53219891,40.70516,-74.01652,42451375
504322,40.73034,-74.00056,1692433940
5.64542E+17,40.76547,-73.97962,42440022
6407534,40.72129,-73.98923,42432060
43315455,40.7189,-73.99588,42452056
43315277,40.71882,-73.99373,42432085
11701404,40.77611,-73.98987,595245859
25678522,40.73254,-74.00371,5837088104
50622095,40.72233,-73.99499,42432305
40093570,40.72024037,-73.99492176,42430030
6.71988E+17,40.72545,-74.00471,42430102
752289,40.72734,-74.00094,1919595918
